srn,manufacturer,mandateType,manufacturer_country,mandate_holder_chrn,mandate_holder_name,mandate_holder_uid
CA-MF-000033096,B-Temia Inc,MF,CA,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CA-MF-000035056,Lunetterie Générale,MF,CA,CHRN-AR-20002414,Alpenglühn Handels GmbH,CHE102269200
CA-MF-000037016,Clarius Mobile Health Corp,MF,CA,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CA-MF-000037737,Cellview Imaging Inc.,MF,CA,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
CA-MF-000039221,Thorasys Thoracic Medical Systems Inc,MF,CA,CHRN-AR-20000674,OMCS Medical GmbH,CHE132539953
CA-MF-000042277,Luméd Inc.,MF,CA,CHRN-AR-20000830,bioMérieux (Suisse) SA,CHE103867970
CA-MF-000042637,Kent Imaging,MF,CA,CHRN-AR-20003070,TapMed Swiss AG,CHE315124552
CA-MF-000045478,Simport Scientific Inc.,MF,CA,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CA-MF-000045917,SciCan Ltd.,MF,CA,CHRN-AR-20000444,Coltène/Whaledent AG,CHE102355319
CA-MF-000048991,"Derma Sciences Canada, Inc",MF,CA,CHRN-AR-20003319,E C Rep GmbH,CHE353390735
CF-MF-000022934,"Guilin Kevin Peter Technology Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CH-MF-000001406,"Exact Medical Manufacturing, Inc.",MF,CN,CHRN-AR-20010029,Certification Experts Sàrl,CHE205228037
CH-MF-000025773,"Tianjin LOCMEDT Technologies Co., Ltd.",MF,CN,CHRN-AR-20010645,Jerumed AG,CHE213159875
CN-MF-000000689,"Guangzhou Wondfo Biotech Co., Ltd. ",MF,CN,CHRN-AR-20002058,Qarad Suisse SA,CHE250073976
CN-MF-000000796,BioHealth Medical Technology Co.Ltd.,MF,CN,CHRN-AR-20000674,OMCS Medical GmbH,CHE132539953
CN-MF-000001084,"Ningbo Xinwell Medical Technology Co.,Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000001108,"Zhonghong Pulin Medical Products Co., Ltd.",MF,CN,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
CN-MF-000001139,"Blue Sail Medical Co., Ltd.",MF,CN,CHRN-AR-20000751,IVF HARTMANN AG,CHE109830474
CN-MF-000001159,"WENZHOU KANGCHENG EYEWEAR CO.,LTD.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000001160,"Shunmei Medical Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000001161,"Zhejiang Longterm Medical Technology Co, Ltd",MF,CN,CHRN-AR-20010036,Medela Consumer AG,CHE233485585
CN-MF-000001291,"Shandong Blue Sail Innovation Co., Ltd",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000001406,Exact Medical Manufacturing Inc,MF,CN,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CN-MF-000001532,"Haiyan Kangyuan Medical Instrument Co.,Ltd",MF,CN,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
CN-MF-000001561,"Lifetech Scientific (Shenzhen) Co., Ltd.",MF,CN,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CN-MF-000001640,"TERUMO Medical Products(Hangzhou) Co.,Ltd.,",MF,CN,CHRN-AR-20001345,"Terumo Deutschland GmbH, Eschborn, Zweigniederlassung Spreitenbach",CHE113968816
CN-MF-000001682,"Foshan COXO Medical Instrument Co., Ltd.",MF,CN,CHRN-AR-20001685,FKG Dentaire Sàrl,CHE105897232
CN-MF-000001938,Shanghai MicroPort Endovascular MedTech (Group) Co. Ltd,MF,CN,CHRN-AR-20001222,nexamedic SA,CHE292506716
CN-MF-000002086,"HEBEi VIMED MEDICAL DEVICE COMPANY, LTD.",MF,CN,CHRN-AR-20001638,semperhogg gmbh,CHE380103714
CN-MF-000002100,"Shandong Intco Medical Products Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000002236,"Shenzhen Comen Medical Instruments Co.,LTD.",MF,CN,CHRN-AR-20000950,CMC Medical Devices GmbH,CHE484802757
CN-MF-000002303,"Nanjing 3H Medical Products Co.,Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000002356,Anhui Intco Medical Products Co. Ltd.,MF,CN,CHRN-AR-20001403,Decomplix AG,CHE150315179
CN-MF-000002593,"Hunan Vathin Medical Instrument Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000002675,"Shenyang Torch-BigTide Digital Technology Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000002860,SteriLance Medical (Suzhou) Inc.,MF,CN,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CN-MF-000002898,"Vimax (Kunshan) Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000002904,"Shanghai Apolo Medical Technology Co., Ltd",MF,CN,CHRN-AR-20010497,Manaone Sàrl,CHE280737120
CN-MF-000002905,"Shanghai ISO Medical Products Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000002910,"Sichuan Yaqi Medical Technology Co., Ltd.",MF,CN,CHRN-AR-20002385,Share Info Suisse GmbH,CHE396680064
CN-MF-000002911,"Medker Medical Electronic Tech (Shenzhen) Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000002971,"RFX+CARE Manufacturing Co.,Ltd.",MF,CN,CHRN-AR-20000950,CMC Medical Devices GmbH,CHE484802757
CN-MF-000003041,"Eyebright Medical Technology (Beijing) Co., Ltd.",MF,CN,CHRN-AR-20003130,VON HOFF AG,CHE107822831
CN-MF-000003236,"XIANTAO FORTUNE MEDICAL SUPPLIES CO.,LTD.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000003238,Foshan Highway Medical Equipment Co. Ltd,MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000003241,"Hubei Mingerkang Health & Safety Appliances Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000003243,"WELLMED DENTAL MEDICAL SUPPLY CO.,LTD [EN]",MF,CN,CHRN-AR-20003203,DENTAL ADDICT SUISSE SA,CHE173301231
CN-MF-000003330,"Ningbo Shenyu Medical Equipment Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000003349,Zybio Inc.,MF,CN,CHRN-AR-20000950,CMC Medical Devices GmbH,CHE484802757
CN-MF-000003378,"SHAOXING YIBON MEDICAL CO., LTD",MF,CN,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
CN-MF-000003672,EndoClot Plus Co. Ltd.,MF,CN,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
CN-MF-000003921,Philips Goldway (Shenzhen) Industrial Inc.,MF,CN,CHRN-AR-20001770,Philips AG,CHE105936079
CN-MF-000003923,"Philips Healthcare (Suzhou) Co., Ltd.",MF,CN,CHRN-AR-20001770,Philips AG,CHE105936079
CN-MF-000004124,"Finess Healthcare Group Co.,Ltd",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000004203,GRI Medical Electronic Technology Co Ltd,MF,CN,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CN-MF-000004204,"Kunshan Aoshida Electric Technology Co., Ltd",MF,CN,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
CN-MF-000004251,"Shanghai MediWorks Pecision Instruments CO.,Ltd.",MF,CN,CHRN-AR-20001819,Essilor (Suisse) SA,CHE105818971
CN-MF-000004718,"Fengh Medical Co., Ltd.",MF,CN,CHRN-AR-20002727,Casus Switzerland GmbH,CHE394515974
CN-MF-000005655,"Shenzhen New Industries Biomedical Engineering Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000005692,Winner Medical Co Ltd,MF,CN,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CN-MF-000005694,"Zhejiang Gongdong Medical Technology Co., Ltd.",MF,CN,CHRN-AR-20003435,Prolinx GmbH,CHE254553956
CN-MF-000005776,Beijing Choice Electronic Technology Co Ltd,MF,CN,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CN-MF-000006020,JOYTECH Healthcare Co Ltd,MF,CN,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CN-MF-000006572,"Hangzhou Rejoin Mastin Medical Device Co., Ltd.",MF,CN,CHRN-AR-20000950,CMC Medical Devices GmbH,CHE484802757
CN-MF-000006656,"MEDCAPTAIN LIFE SCIENCE CO., LTD.",MF,CN,CHRN-AR-20000950,CMC Medical Devices GmbH,CHE484802757
CN-MF-000006742,"Ezisurg Medical Co., Ltd",MF,CN,CHRN-AR-20001690,Freyr Life Sciences GmbH,CHE339468048
CN-MF-000006950,Micro-Tech Nanjing Co Ltd,MF,CN,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CN-MF-000006968,"Dongguan Kaiser Technology Co.,Ltd.",MF,CN,CHRN-AR-20000931,miCUTec AG,CHE246265573
CN-MF-000006969,Dongguan QueenMed Equipment Mfg Co Ltd,MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000006977,"Acon Biotech (Hangzhou) Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000007052,"Danyang Rapid Aid Hot and Cold Therapy Products Co., Ltd",MF,CN,CHRN-AR-20002727,Casus Switzerland GmbH,CHE394515974
CN-MF-000007053,MicroPort NeuroTech Shanghai CO Ltd,MF,CN,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CN-MF-000007136,Wingderm Electro-Optics Ltd.,MF,CN,CHRN-AR-20000950,CMC Medical Devices GmbH,CHE484802757
CN-MF-000007446,"Hubei Deming Health Care Products Co., Ltd",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000007501,Brosmed Medical Co. Ltd,MF,CN,CHRN-AR-20000058,QUNIQUE AG,CHE230350138
CN-MF-000007638," Jerry Medical Instrument (Shanghai) Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000007970,"Allmed Medical Products Co.,Ltd",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000007975,BioRegen Biomedical,PR,CN,CHRN-AR-20000811,Novimed AG,CHE109102110
CN-MF-000007977,"Zhejiang Barty Medical Technology Co., Ltd",MF,CN,CHRN-AR-20000418,Meditrial Europe AG,CHE115033718
CN-MF-000007991,"Micropoint Biotechnologies Co., Ltd.",MF,CN,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
CN-MF-000008034,"Wuhan Zonsen Medical Products Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000008182,"Hubei Wanli Protective Products Co.,Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000008191,"HangZhou Biotest  Biotech Co.,Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000008204,"Zhejiang Hongyu Medical Commodity Co.,Ltd",MF,CN,CHRN-AR-20003994,Metecon Schweiz GmbH,CHE163455022
CN-MF-000008402,"Shining 3D Tech Co., Ltd.",MF,CN,CHRN-AR-20003435,Prolinx GmbH,CHE254553956
CN-MF-000008448,"ZHANGJIAGANG WENHAO INDUSTRIAL CO., LTD.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000008462,"Jiangsu Vedkang Medical Science and Technology Co., Ltd",MF,CN,CHRN-AR-20001474,DesoMedical AG,CHE102912763
CN-MF-000008465,"Promisemed Hangzhou Meditech Co., Ltd.",MF,CN,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
CN-MF-000008483,"FOSHAN SHUNKANGDA MEDICAL TECH CO., LTD",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000008487,Shanghai Anqing Medical Instrument Co Ltd,MF,CN,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CN-MF-000008501,"Shanghai United Imaging Healthcare Co., Ltd.",MF,CN,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
CN-MF-000008518,"Shanghai MicroPort EP MedTech Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000008521,Leboo Healthcare Products Limited,MF,CN,CHRN-AR-20002385,Share Info Suisse GmbH,CHE396680064
CN-MF-000008571,"Ningbo Albert Novosino Co.,Ltd.",MF,CN,CHRN-AR-20000675,Leuag AG,CHE106004416
CN-MF-000008696,Sunsmed Protective Products Ltd.,MF,CN,CHRN-AR-20001403,Decomplix AG,CHE150315179
CN-MF-000008727,"Zhejiang Innuovo Rehabilitation Devices Co.,Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000008756,GCMEDICA ENTERPRISE LTD. (WUXI),MF,CN,CHRN-AR-20000950,CMC Medical Devices GmbH,CHE484802757
CN-MF-000008773," JIANGSU JIELE MEDICAL DRESSING CO.,LTD.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000008810,"XIANTAO JIAHONG PROTECTIVE PRODUCTS CO.,LTD",MF,CN,CHRN-AR-20010068,Balmung Medical Swiss GmbH,CHE290518068
CN-MF-000008845,"Alliedstar Medical Equipment Co., Ltd.",MF,CN,CHRN-AR-20002385,Share Info Suisse GmbH,CHE396680064
CN-MF-000008926,Guangzhou Clean Medical Products Manufacturing Corp.,MF,CN,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
CN-MF-000008960,"Wuhan Pakcare Bio-Technology Co., Ltd.",MF,CN,CHRN-AR-20002385,Share Info Suisse GmbH,CHE396680064
CN-MF-000008961,"Hubei Kangning Protective Products Co., Ltd",MF,CN,CHRN-AR-20002385,Share Info Suisse GmbH,CHE396680064
CN-MF-000008968,"Wuxi Emsrun technology Co., Ltd.",MF,CN,CHRN-AR-20010006,CHEVEYO AG,CHE468685364
CN-MF-000009013,"Guangzhou Tourniqueen Medical Instrument' s Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000009046,APT Medical Inc.,MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000009139,"Guilin Woodpecker Medical Instrument Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000009220,"Zhuhai Pusen Medical Technology Co., Ltd.",MF,CN,CHRN-AR-20000639,Stojan Medical Systems GmbH,CHE494359982
CN-MF-000009222,"Xuchang Zhende Surgical Dressing Co., Ltd",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-00000937,"Yangzhou Fartley Medical Instrument Technology Co., Ltd.",MF,CN,CHRN-AR-20003669,MDD Company GmbH,CHE213702153
CN-MF-000009427,Xuchang Zhengde Environstar Medical Products Co Ltd,MF,CN,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CN-MF-000009428,"HONSUN (NANTONG) Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000009429,"Shenzhen Dongdixin Technology Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000009430,"Shenzhen Creative Industry Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000009520,"GUANGDONG KINGFA SCI. & TECH. CO., LTD.",MF,CN,CHRN-AR-20002385,Share Info Suisse GmbH,CHE396680064
CN-MF-000009634,"Ningbo Greetmed Medical Instruments Co., Ltd.",MF,CN,CHRN-AR-20000058,QUNIQUE AG,CHE230350138
CN-MF-000009645,FIRSTAR HEALTHCARE COMPANY LlMITED(GUANGZHOU),MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000009651,AMT Medical,MF,CN,CHRN-AR-20010054,Auriga medica GmbH,CHE367479838
CN-MF-000009696,"Dakewe (Shenzhen) Medical Equipment Co., Ltd. ",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000009708,"FORESIGHT TECHNOLOGY CO., LTD.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000009732,"CHANGZHOU SHUANGMA MEDICAL DEVICES CO.,LTD",MF,CN,CHRN-AR-20002021,OROXUS Sàrl,CHE158901843
CN-MF-000009767,"Nanchang Dental Bright Technology Co., Ltd",MF,CN,CHRN-AR-20003486,Cobea AG,CHE438773288
CN-MF-000009786,"Wuxi Wemade Healthcare Products Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000009816,"Foshan Nanhai Plus Medical Co., Ltd",MF,CN,CHRN-AR-20003994,Metecon Schweiz GmbH,CHE163455022
CN-MF-000009861,Grena Medical Devices Ltd.,MF,CN,CHRN-AR-20000571,Fumedica AG,CHE103747478
CN-MF-000009957,"Edan Instruments,Inc",MF,CN,CHRN-AR-20002165,Medlife SA,CHE107507269
CN-MF-000009961,Zhende Medical Co Ltd,MF,CN,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CN-MF-000009964,"Anrei Medical (HZ) Co., Ltd",MF,CN,CHRN-AR-20001474,DesoMedical AG,CHE102912763
CN-MF-000009966,"Shanghai INT Medical Instruments Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000010149,"Shenzhen RF Tech Co., Ltd.",MF,CN,CHRN-AR-20002727,Casus Switzerland GmbH,CHE394515974
CN-MF-000010157,"BMC Medical Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000010170,"Suzhou Sunmed Co.,Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000010269,"Shanghai REACH Medical Instrument Co., Ltd.",MF,CN,CHRN-AR-20002385,Share Info Suisse GmbH,CHE396680064
CN-MF-000010305,"Scivita Medical Technology Co., Ltd.",MF,CN,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
CN-MF-000010405,"Changzhou Sifary Medical Technology Co., Ltd",MF,CN,CHRN-AR-20002293,Karr Dental AG,CHE107867839
CN-MF-000010429,"SUZHOU DUKANGNING MEDICAL PRODUCTS CO., LTD.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000010512,"Changzhou Intl. Trade & Enterprises Cooperative Co.,Ltd.",MF,CN,CHRN-AR-20002727,Casus Switzerland GmbH,CHE394515974
CN-MF-000010548,"WENZHOU LANSON INTERNATIONAL CO., LTD",MF,CN,CHRN-AR-20002486,Optik am Stauffacher GmbH,CHE320132971
CN-MF-000010579,"Shenzhen Caremed Medical Technology Co., Ltd.",MF,CN,CHRN-AR-20001638,semperhogg gmbh,CHE380103714
CN-MF-000010626,"Zylox-Tonbridge Medical Technology Co., Ltd.",MF,CN,CHRN-AR-20001222,nexamedic SA,CHE292506716
CN-MF-000010706,Changshu Taining Medical Equipment Co. Ltd.,MF,CN,CHRN-AR-20001617,forni medical GmbH,CHE105566456
CN-MF-000010710,"Hangzhou Alltest Biotech.Co.,Ltd",MF,CN,CHRN-AR-20002058,Qarad Suisse SA,CHE250073976
CN-MF-000010782,Hubei Yazhi Hygiene Products Co. Ltd.,MF,CN,CHRN-AR-20001617,forni medical GmbH,CHE105566456
CN-MF-000011126,"Zumax Medical CO., LTD.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000011142,"Jiangsu Kangjin Medical Instrument Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000011148,"Reach Surgical, Inc.",MF,CN,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
CN-MF-000011205,"Insight Lifetech Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000011207,Vistar Medical Supplies Co. Ltd.,MF,CN,CHRN-AR-20001638,semperhogg gmbh,CHE380103714
CN-MF-000011217,"Jiangsu Caina Medical Co.,Ltd.",MF,CN,CHRN-AR-20002727,Casus Switzerland GmbH,CHE394515974
CN-MF-000011247,"Shenzhen Kentro Medical Electronics CO.,LTD",MF,CN,CHRN-AR-20003146,DEEPSEO Sàrl,CHE394192960
CN-MF-000011268,"Hubei V-Medical Products Co.,Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000011338,"INTCO MEDICAL (HK) CO., ltd",MF,HK,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000011339,"Shandong Ande Healthcare Apparatus Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000011345,OrbusNeich Medical Shenzhen Co Ltd,MF,CN,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
CN-MF-000011397,"Taizhou Kangjian Medical Equipments Co., Ltd.",MF,CN,CHRN-AR-20003435,Prolinx GmbH,CHE254553956
CN-MF-000011400,"Jiangsu cureguard glove CO., LTD.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000011403,Hangzhou Primecare Medical Co.Ltd.,MF,CN,CHRN-AR-20000950,CMC Medical Devices GmbH,CHE484802757
CN-MF-000011594,"Jiangsu Micsafe Medical Technology Co., Ltd",MF,CN,CHRN-AR-20002385,Share Info Suisse GmbH,CHE396680064
CN-MF-000011703,"Xiamen Compower Medical Tech. Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000011760,"GMDASZ Manufacturing Co., Ltd.",MF,CN,CHRN-AR-20003146,DEEPSEO Sàrl,CHE394192960
CN-MF-000011800,"Copper Medical Technology Co.,Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000011842,"Ningbo Medsun Medical Co., Ltd.",MF,CN,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
CN-MF-000012006,"Wuxi Jiajian Medical Instrument Co., Ltd.",MF,CN,CHRN-AR-20002385,Share Info Suisse GmbH,CHE396680064
CN-MF-000012017,"Leo Medical Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000012160,"VivaChek Biotech (Hangzhou) Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000012192,"Shenzhen Rogin Medical Co., Ltd",MF,CN,CHRN-AR-20003203,DENTAL ADDICT SUISSE SA,CHE173301231
CN-MF-000012204,"Guilin Refine Medical Instrument Co.,Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000012244,Changsha Sinocare Inc.,MF,CN,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
CN-MF-000012352,"Kossel Medtech (Suzhou) Co., Ltd.",MF,CN,CHRN-AR-20010478,Acrostak (Schweiz) AG,CHE219930600
CN-MF-000012364,"Cobes Industries(Hefei) Co.,Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000012391," Hangzhou Jinlin Medical Appliances Co.,Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000012430,"Berpu Medical Technology Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000012433,"Lianyungang TianNuo Optical Instrument Co.,Ltd",MF,CN,CHRN-AR-20001600,Medilas AG,CHE108045604
CN-MF-000012600,"Conod Medical co., Limited",MF,CN,CHRN-AR-20000652,The Tao of Excellence GmbH,CHE492682283
CN-MF-000012611,"Wujiang Kangxin Surgical Dressings Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000012689,"Innolcon Medical Technology (Suzhou) Co., Ltd.",MF,CN,CHRN-AR-20001379,DACH Medical Group GmbH,CHE234281766
CN-MF-000012737,"Shanghai Dräger Medical Instrument Co., Ltd.",MF,CN,CHRN-AR-20000335,Dräger Schweiz AG,CHE105927413
CN-MF-000012809,"Tealth Foshan Medical Equipment Co, Ltd.",MF,CN,CHRN-AR-20003054,ELLECOM SWISS AG,CHE248667988
CN-MF-000012833,"Guangzhou Red Pine Medical Instrument Co.,Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000012834,"Jiangsu Yuyue Medical Equipment & Supply Co., Ltd.",MF,CN,CHRN-AR-20002727,Casus Switzerland GmbH,CHE394515974
CN-MF-000012853,"Jiangsu Ate Medical Technology Co.,Ltd.",MF,CN,CHRN-AR-20001403,Decomplix AG,CHE150315179
CN-MF-000012874,"Medprin Regenerative Medical Technologies Co., Ltd.",MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000012900,"Bear Medical Technology (Zhongshan) Co., Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000012941,"Taizhou Xinkang Medical Materials Co., Ltd",MF,CN,CHRN-AR-20002385,Share Info Suisse GmbH,CHE396680064
CN-MF-000012944,FOMED INDUSTRIES INC,MF,CN,CHRN-AR-20003203,DENTAL ADDICT SUISSE SA,CHE173301231
CN-MF-000013051,"Anji Hengfeng Sanitary Material Co., Ltd",MF,CN,CHRN-AR-20001738,Allenspach Medical AG,CHE101808933
CN-MF-000013084,"Zhuji Pengtian Medical Instrument Co.,Ltd.",MF,CN,CHRN-AR-20002937,SUNGO Technical Service GmbH,CHE455801922
CN-MF-000013088,Liaoning Upcera Co Ltd,MF,CN,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
CN-MF-000013103,"Beijing ADSS Development Co., Ltd.",MF,CN,CHRN-AR-20003435,Prolinx GmbH,CHE254553956
